Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
embroidered-patches,,,,,,,,,"6""",,,,,,,,'00840400503011,0.0,,0,deny,manual,7.41,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"6.5""",,,,,,,,'00840400587684,0.0,,0,deny,manual,8.02,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"7""",,,,,,,,'00840400502427,0.0,,0,deny,manual,8.64,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"7.5""",,,,,,,,'00840400587691,0.0,,0,deny,manual,9.26,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"8""",,,,,,,,'00840400502892,0.0,,0,deny,manual,9.87,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"8.5""",,,,,,,,'00840400587707,0.0,,0,deny,manual,10.05,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"9""",,,,,,,,'00840400503127,0.0,,0,deny,manual,11.10,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"9.5""",,,,,,,,'00840400503128,0.0,,0,deny,manual,11.72,,true,true,,,,,"",,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"10""",,,,,,,,'00840400503127,0.0,,0,deny,manual,12.33,,true,true,,,,,"",,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"10.5""",,,,,,,,'00840400503127,0.0,,0,deny,manual,12.95,,true,true,,,,,"",,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"11""",,,,,,,,'00840400503127,0.0,,0,deny,manual,13.58,,true,true,,,,,"",,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"11.5""",,,,,,,,'00840400503127,0.0,,0,deny,manual,14.20,,true,true,,,,,"",,,,,,,,lb,,,
embroidered-patches,,,,,,,,,"12""",,,,,,,,'00840400503127,0.0,,0,deny,manual,14.82,,true,true,,,,,"",,,,,,,,lb,,,
